event_uuid,Date,Event_Year,Event,Discipline,Competition,Competitor,Birth_Year,Club,Country,Stage,Rank,Total,Mark,Elements,Execution,T,H,D,athlete_number,routine_number,bonus,penalty,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,l,a,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,rules,is_complete
b66bfc0d-5222-42f1-5116-0e4415f2a112,2024-05-10,2024,Frivolten Cup 2024,TRA,U13-14 Girls (2010-2011),Emily Bangsgaard,2011,Greve Gymnastik og Trampolin,DEN,Qualification_1,60,64.74,32.155,10,13.5,9.355,9.3,0,1,1,0,0,8,6,10,4,4,8,4,6,4,10,1,0,970,995,885,900,945,910,1050,1115,865,720,TRA FIG 2022,Complete
b66bfc0d-5222-42f1-5116-0e4415f2a112,2024-05-10,2024,Frivolten Cup 2024,TRA,U13-14 Girls (2010-2011),Emily Bangsgaard,2011,Greve Gymnastik og Trampolin,DEN,Qualification_2,60,64.74,32.585,10,11,9.485,9.5,2.6,1,2,0,0,8,6,10,6,6,8,5,6,5,10,20,0,940,950,835,885,930,900,1090,1160,950,845,TRA FIG 2022,Complete
b66bfc0d-5222-42f1-5116-0e4415f2a112,2024-05-10,2024,Frivolten Cup 2024,TRA,U13-14 Girls (2010-2011),Freja Petersen,2010,Team Fyn,DEN,Qualification_1,43,73.06,35.63,10,14.2,12.03,9.4,0,1,1,0,0,7,5,8,8,6,4,4,4,6,6,0,0,1195,1215,1220,1240,1220,1310,1210,1145,1185,1090,TRA FIG 2022,Complete
b66bfc0d-5222-42f1-5116-0e4415f2a112,2024-05-10,2024,Frivolten Cup 2024,TRA,U13-14 Girls (2010-2011),Freja Petersen,2010,Team Fyn,DEN,Qualification_2,43,73.06,37.43,10,12.3,11.63,9,4.5,1,2,0,0,6,8,6,8,9,9,8,6,6,9,2,0,1215,1205,1205,1205,1210,1175,1125,1140,1170,980,TRA FIG 2022,Complete
b66bfc0d-5222-42f1-5116-0e4415f2a112,2024-05-10,2024,Frivolten Cup 2024,TRA,U13-14 Girls (2010-2011),Joline Baker,2010,Borås GS,SWE,Qualification_1,53,70.11,33.635,10,13.2,11.035,9.6,0,1,1,0,2,8,5,6,8,8,6,8,6,6,6,1,0,1200,1135,1095,1090,1055,1105,1080,1070,1135,1070,TRA FIG 2022,Complete
b66bfc0d-5222-42f1-5116-0e4415f2a112,2024-05-10,2024,Frivolten Cup 2024,TRA,U13-14 Girls (2010-2011),Joline Baker,2010,Borås GS,SWE,Qualification_2,53,70.11,36.475,10,13.3,11.375,9.7,2.3,1,2,0,2,8,4,4,8,8,6,8,6,6,5,4,0,1220,1160,1145,1130,1055,1105,1080,1110,1230,1140,TRA FIG 2022,Complete
b66bfc0d-5222-42f1-5116-0e4415f2a112,2024-05-10,2024,Frivolten Cup 2024,TRA,U13-14 Girls (2010-2011),Íris Costa,2010,AAC,POR,Qualification_1,27,77.75,37.82,10,14.7,13.32,9.8,0,1,1,0,0,4,8,4,2,2,5,6,4,6,6,6,0,1515,1390,1310,1425,1330,1270,1250,1285,1260,1285,TRA FIG 2022,Complete
b66bfc0d-5222-42f1-5116-0e4415f2a112,2024-05-10,2024,Frivolten Cup 2024,TRA,U13-14 Girls (2010-2011),Íris Costa,2010,AAC,POR,Qualification_2,27,77.75,39.93,10,13.7,13.03,8.8,4.4,1,2,0,0,4,4,6,4,8,6,8,4,6,8,5,0,1390,1395,1345,1320,1265,1265,1240,1300,1265,1245,TRA FIG 2022,Complete
b66bfc0d-5222-42f1-5116-0e4415f2a112,2024-05-10,2024,Frivolten Cup 2024,TRA,U13-14 Girls (2010-2011),Enni Haara,2011,EsTT,FIN,Qualification_1,9,84.105,38.815,10,16,13.315,9.5,0,1,1,0,0,4,4,2,4,4,4,4,2,4,6,2,0,1435,1315,1240,1290,1335,1340,1305,1350,1345,1360,TRA FIG 2022,Complete
b66bfc0d-5222-42f1-5116-0e4415f2a112,2024-05-10,2024,Frivolten Cup 2024,TRA,U13-14 Girls (2010-2011),Enni Haara,2011,EsTT,FIN,Qualification_2,9,84.105,45.29,10,15,13.59,9.6,7.1,1,2,0,0,5,4,4,2,5,4,6,6,6,6,2,0,1385,1395,1370,1385,1340,1360,1360,1360,1330,1305,TRA FIG 2022,Complete
b66bfc0d-5222-42f1-5116-0e4415f2a112,2024-05-10,2024,Frivolten Cup 2024,TRA,U13-14 Girls (2010-2011),Emma Ere,2011,Bounce Espoo,FIN,Qualification_1,16,80.19,38.395,10,16.6,12.395,9.6,0,1,1,0,2,3,4,2,4,4,4,6,3,2,0,2,0,1405,1285,1185,1205,1210,1185,1135,1175,1350,1260,TRA FIG 2022,Complete
b66bfc0d-5222-42f1-5116-0e4415f2a112,2024-05-10,2024,Frivolten Cup 2024,TRA,U13-14 Girls (2010-2011),Emma Ere,2011,Bounce Espoo,FIN,Qualification_2,16,80.19,41.795,10,15.6,12.495,9.4,4.3,1,2,0,0,4,2,1,4,4,6,5,4,5,8,1,0,1415,1290,1265,1250,1240,1220,1235,1170,1220,1190,TRA FIG 2022,Complete
b66bfc0d-5222-42f1-5116-0e4415f2a112,2024-05-10,2024,Frivolten Cup 2024,TRA,U13-14 Girls (2010-2011),Meadow Sheath,2010,CPSBM,POR,Qualification_1,45,72.605,36.295,10,14.6,12.395,9.3,0,1,1,0,0,4,6,2,6,6,8,6,6,4,4,2,0,1350,1245,1220,1200,1195,1190,1150,1235,1350,1260,TRA FIG 2022,Complete
b66bfc0d-5222-42f1-5116-0e4415f2a112,2024-05-10,2024,Frivolten Cup 2024,TRA,U13-14 Girls (2010-2011),Meadow Sheath,2010,CPSBM,POR,Qualification_2,45,72.605,36.31,10,12.5,12.21,8.9,2.7,1,2,0,0,4,5,3,6,6,5,5,8,8,5,0,20,1365,1240,1205,1210,1205,1205,1150,1135,1195,1300,TRA FIG 2022,Complete
b66bfc0d-5222-42f1-5116-0e4415f2a112,2024-05-10,2024,Frivolten Cup 2024,TRA,U13-14 Girls (2010-2011),Sofija Makarova,2011,BJC Daugmale,LAT,Qualification_1,13,81.18,38.34,10,16,12.54,9.8,0,1,1,0,0,4,5,2,5,4,5,6,2,2,2,3,0,1390,1280,1265,1255,1220,1240,1205,1255,1230,1200,TRA FIG 2022,Complete
b66bfc0d-5222-42f1-5116-0e4415f2a112,2024-05-10,2024,Frivolten Cup 2024,TRA,U13-14 Girls (2010-2011),Sofija Makarova,2011,BJC Daugmale,LAT,Qualification_2,13,81.18,42.84,10,14.7,12.24,9.5,6.4,1,2,0,0,2,4,6,4,6,4,6,6,5,8,2,0,1425,1315,1195,1150,1130,1200,1210,1230,1185,1200,TRA FIG 2022,Complete
b66bfc0d-5222-42f1-5116-0e4415f2a112,2024-05-10,2024,Frivolten Cup 2024,TRA,U13-14 Girls (2010-2011),Stella Ling,2011,Sjövalla FK Sacro,SWE,Qualification_1,33,75.62,36.38,10,14.1,12.58,9.7,0,1,1,0,0,7,8,4,4,4,6,6,6,6,8,0,0,1280,1210,1235,1385,1295,1250,1245,1235,1270,1175,TRA FIG 2022,Complete
b66bfc0d-5222-42f1-5116-0e4415f2a112,2024-05-10,2024,Frivolten Cup 2024,TRA,U13-14 Girls (2010-2011),Stella Ling,2011,Sjövalla FK Sacro,SWE,Qualification_2,33,75.62,39.24,10,13.2,12.44,9.7,3.9,1,2,0,0,5,4,6,8,6,8,8,6,6,8,3,0,1270,1300,1270,1245,1265,1225,1205,1200,1265,1195,TRA FIG 2022,Complete
b66bfc0d-5222-42f1-5116-0e4415f2a112,2024-05-10,2024,Frivolten Cup 2024,TRA,U13-14 Girls (2010-2011),Yutong Zhang,2011,Haslev TT,DEN,Qualification_1,38,74.355,35.85,10,14.5,11.85,9.5,0,1,1,0,0,6,6,4,6,7,6,4,4,6,6,0,0,1225,1175,1215,1195,1155,1205,1165,1150,1250,1115,TRA FIG 2022,Complete
b66bfc0d-5222-42f1-5116-0e4415f2a112,2024-05-10,2024,Frivolten Cup 2024,TRA,U13-14 Girls (2010-2011),Yutong Zhang,2011,Haslev TT,DEN,Qualification_2,38,74.355,38.505,10,13.8,11.605,9.6,3.5,1,2,0,0,6,6,4,6,7,7,8,5,5,6,2,0,1235,1165,1200,1175,1135,1110,1210,1160,1125,1090,TRA FIG 2022,Complete
b66bfc0d-5222-42f1-5116-0e4415f2a112,2024-05-10,2024,Frivolten Cup 2024,TRA,U13-14 Girls (2010-2011),Vanilla Søkjær,2011,KTK,DEN,Qualification_1,47,72.34,34.4,10,13.5,11.2,9.7,0,1,1,0,0,6,7,6,6,8,6,6,6,4,6,4,0,1225,1130,1070,1100,1110,1125,1110,1085,1130,1115,TRA FIG 2022,Complete
b66bfc0d-5222-42f1-5116-0e4415f2a112,2024-05-10,2024,Frivolten Cup 2024,TRA,U13-14 Girls (2010-2011),Vanilla Søkjær,2011,KTK,DEN,Qualification_2,47,72.34,37.94,10,13.7,10.64,9.7,3.9,1,2,0,0,6,6,4,6,8,8,8,6,5,6,0,0,1200,1090,1020,1030,1025,1030,1030,1095,1085,1035,TRA FIG 2022,Complete
b66bfc0d-5222-42f1-5116-0e4415f2a112,2024-05-10,2024,Frivolten Cup 2024,TRA,U13-14 Girls (2010-2011),Amanda Tofalvi,2011,Borås GS,SWE,Qualification_1,59,66.735,32.27,10,13.3,9.57,9.4,0,1,1,0,0,7,6,7,6,6,6,8,7,8,6,0,0,1010,1040,965,1100,1025,930,925,840,895,840,TRA FIG 2022,Complete
b66bfc0d-5222-42f1-5116-0e4415f2a112,2024-05-10,2024,Frivolten Cup 2024,TRA,U13-14 Girls (2010-2011),Amanda Tofalvi,2011,Borås GS,SWE,Qualification_2,59,66.735,34.465,10,13,9.665,9.5,2.3,1,2,0,0,8,6,7,6,5,8,8,7,9,6,0,0,995,1040,940,1100,1055,1005,925,870,915,820,TRA FIG 2022,Complete
b66bfc0d-5222-42f1-5116-0e4415f2a112,2024-05-10,2024,Frivolten Cup 2024,TRA,U13-14 Girls (2010-2011),Freja Persson,2010,FKTOR,SWE,Qualification_1,48,72.285,33.84,10,12.9,11.84,9.1,0,1,1,0,0,6,8,7,6,5,8,8,6,8,8,1,0,1225,1220,1210,1155,1170,1185,1150,1135,1255,1135,TRA FIG 2022,Complete
b66bfc0d-5222-42f1-5116-0e4415f2a112,2024-05-10,2024,Frivolten Cup 2024,TRA,U13-14 Girls (2010-2011),Freja Persson,2010,FKTOR,SWE,Qualification_2,48,72.285,38.445,10,12.5,12.045,9.6,4.3,1,2,0,0,6,6,6,8,8,7,8,10,7,7,2,0,1240,1215,1255,1175,1185,1215,1190,1205,1215,1150,TRA FIG 2022,Complete
b66bfc0d-5222-42f1-5116-0e4415f2a112,2024-05-10,2024,Frivolten Cup 2024,TRA,U13-14 Girls (2010-2011),Eve Cloud,2011,ÎLE DE FRANCE TRAMPOLINE TEAM,FRA,Qualification_1,3,86.405,41.8,10,18.3,14.2,9.3,0,1,1,0,0,2,2,2,2,1,0,1,2,3,2,0,0,1540,1395,1365,1505,1410,1380,1435,1410,1385,1375,TRA FIG 2022,Complete
b66bfc0d-5222-42f1-5116-0e4415f2a112,2024-05-10,2024,Frivolten Cup 2024,TRA,U13-14 Girls (2010-2011),Eve Cloud,2011,ÎLE DE FRANCE TRAMPOLINE TEAM,FRA,Qualification_2,3,86.405,44.605,10,17.9,14.305,9.6,2.8,1,2,0,0,2,2,2,0,0,2,2,3,2,2,4,0,1545,1415,1385,1530,1430,1375,1410,1400,1415,1400,TRA FIG 2022,Complete
b66bfc0d-5222-42f1-5116-0e4415f2a112,2024-05-10,2024,Frivolten Cup 2024,TRA,U13-14 Girls (2010-2011),Polina Fadejeva,2010,BJC Daugmale,LAT,Qualification_1,2,88.13,40.98,10,17.8,13.48,9.7,0,1,1,0,0,0,1,2,2,2,4,2,2,3,4,0,0,1560,1415,1350,1320,1330,1300,1325,1310,1290,1280,TRA FIG 2022,Complete
b66bfc0d-5222-42f1-5116-0e4415f2a112,2024-05-10,2024,Frivolten Cup 2024,TRA,U13-14 Girls (2010-2011),Polina Fadejeva,2010,BJC Daugmale,LAT,Qualification_2,2,88.13,47.15,10,16,13.15,9.5,8.5,1,2,0,0,2,5,8,5,6,4,1,2,2,4,1,0,1430,1345,1330,1290,1285,1315,1300,1290,1275,1290,TRA FIG 2022,Complete
b66bfc0d-5222-42f1-5116-0e4415f2a112,2024-05-10,2024,Frivolten Cup 2024,TRA,U13-14 Girls (2010-2011),Maria Gouveia,2010,CTM Ponta do Sol,POR,Qualification_1,17,79.885,38.855,10,16.8,12.355,9.7,0,1,1,0,0,2,2,3,4,5,4,1,2,3,6,0,0,1335,1200,1210,1205,1185,1190,1320,1250,1240,1220,TRA FIG 2022,Complete
b66bfc0d-5222-42f1-5116-0e4415f2a112,2024-05-10,2024,Frivolten Cup 2024,TRA,U13-14 Girls (2010-2011),Maria Gouveia,2010,CTM Ponta do Sol,POR,Qualification_2,17,79.885,41.03,10,15.8,12.23,9.1,3.9,1,2,0,0,4,4,2,2,5,4,6,4,7,4,0,0,1340,1240,1240,1210,1215,1210,1210,1215,1185,1165,TRA FIG 2022,Complete
b66bfc0d-5222-42f1-5116-0e4415f2a112,2024-05-10,2024,Frivolten Cup 2024,TRA,U15-16 Boys (2008-2009),Mathéo Peigue-Cornic,2009,ÎLE DE FRANCE TRAMPOLINE TEAM,FRA,Final,2,45.585,45.585,10,14.7,13.985,9.4,7.5,1,1,0,0,4,3,5,4,6,6,6,6,4,5,4,0,1525,1490,1420,1385,1320,1350,1285,1375,1425,1410,TRA FIG 2022,Complete
b66bfc0d-5222-42f1-5116-0e4415f2a112,2024-05-10,2024,Frivolten Cup 2024,TRA,U15-16 Boys (2008-2009),Wilmer Nordesjö,2009,Uppsala GF,SWE,Qualification_1,11,81.6,37.64,10,13.3,14.94,9.4,0,1,1,0,0,7,6,6,6,6,7,7,6,8,8,0,0,1590,1550,1550,1490,1465,1475,1425,1445,1520,1430,TRA FIG 2022,Complete
b66bfc0d-5222-42f1-5116-0e4415f2a112,2024-05-10,2024,Frivolten Cup 2024,TRA,U15-16 Boys (2008-2009),Wilmer Nordesjö,2009,Uppsala GF,SWE,Qualification_2,11,81.6,43.96,10,13.2,13.66,8.9,8.2,1,2,0,0,7,6,7,8,6,7,6,6,7,8,0,0,1510,1500,1390,1300,1360,1310,1320,1310,1335,1325,TRA FIG 2022,Complete
b66bfc0d-5222-42f1-5116-0e4415f2a112,2024-05-10,2024,Frivolten Cup 2024,TRA,U15-16 Boys (2008-2009),Aaron Karu,2009,Biomechanics Group SC,EST,Qualification_1,12,80.92,38,10,15.7,12.7,9.6,0,1,1,0,0,6,3,4,4,4,5,4,5,4,4,0,0,1320,1285,1255,1250,1270,1275,1355,1225,1230,1235,TRA FIG 2022,Complete
b66bfc0d-5222-42f1-5116-0e4415f2a112,2024-05-10,2024,Frivolten Cup 2024,TRA,U15-16 Boys (2008-2009),Aaron Karu,2009,Biomechanics Group SC,EST,Qualification_2,12,80.92,42.92,10,14,12.82,9.2,6.9,1,2,0,0,6,4,7,6,4,5,6,5,8,8,1,0,1320,1295,1215,1255,1245,1270,1285,1315,1325,1295,TRA FIG 2022,Complete
b66bfc0d-5222-42f1-5116-0e4415f2a112,2024-05-10,2024,Frivolten Cup 2024,TRA,U15-16 Boys (2008-2009),Johannes Bovien Nørfelt,2008,KTK,DEN,Qualification_1,21,49.555,39.845,10,16.1,14.545,9.2,0,1,1,0,0,4,4,3,4,4,4,4,4,4,4,0,0,1510,1460,1470,1450,1420,1450,1435,1450,1510,1390,TRA FIG 2022,Complete
b66bfc0d-5222-42f1-5116-0e4415f2a112,2024-05-10,2024,Frivolten Cup 2024,TRA,U15-16 Boys (2008-2009),Johannes Bovien Nørfelt,2008,KTK,DEN,Qualification_2,21,49.555,9.71,2,2.8,2.91,1.9,2.1,1,2,0,0,8,4,0,0,0,0,0,0,0,0,0,0,1485,1425,1255,340,NA,NA,NA,NA,NA,NA,TRA FIG 2022,Incomplete
b66bfc0d-5222-42f1-5116-0e4415f2a112,2024-05-10,2024,Frivolten Cup 2024,TRA,U15-16 Boys (2008-2009),Daniels Lonbanovs,2009,BJC Daugmale,LAT,Final,5,44.755,44.755,10,14.4,14.255,9.5,6.6,1,1,0,0,6,4,4,4,6,6,6,5,6,7,2,0,1520,1395,1390,1410,1390,1415,1430,1465,1460,1380,TRA FIG 2022,Complete
b66bfc0d-5222-42f1-5116-0e4415f2a112,2024-05-10,2024,Frivolten Cup 2024,TRA,U15-16 Boys (2008-2009),Mathéo Peigue-Cornic,2009,ÎLE DE FRANCE TRAMPOLINE TEAM,FRA,Qualification_1,2,93.09,42.245,10,17.3,15.245,9.7,0,1,1,0,0,4,2,2,2,4,4,3,2,2,2,0,0,1535,1540,1495,1495,1510,1520,1510,1550,1630,1460,TRA FIG 2022,Complete
b66bfc0d-5222-42f1-5116-0e4415f2a112,2024-05-10,2024,Frivolten Cup 2024,TRA,U15-16 Boys (2008-2009),Mathéo Peigue-Cornic,2009,ÎLE DE FRANCE TRAMPOLINE TEAM,FRA,Qualification_2,2,93.09,50.845,10,16.6,14.345,9.5,10.4,1,2,0,0,4,1,4,5,4,4,4,2,2,4,0,0,1485,1480,1425,1470,1400,1390,1350,1445,1475,1425,TRA FIG 2022,Complete
b66bfc0d-5222-42f1-5116-0e4415f2a112,2024-05-10,2024,Frivolten Cup 2024,TRA,U15-16 Boys (2008-2009),Arthur Cousin,2009,ÎLE DE FRANCE TRAMPOLINE TEAM,FRA,Final,4,45.235,45.235,10,14.4,13.135,9,8.7,1,1,0,0,6,6,6,6,5,6,6,6,4,5,0,0,1365,1355,1340,1325,1300,1295,1305,1320,1335,1195,TRA FIG 2022,Complete
b66bfc0d-5222-42f1-5116-0e4415f2a112,2024-05-10,2024,Frivolten Cup 2024,TRA,U15-16 Boys (2008-2009),Victor Blunch Olsen,2009,Greve Gymnastik og Trampolin,DEN,Qualification_1,20,53.665,39.64,10,15.3,14.84,9.5,0,1,1,0,0,4,4,2,4,4,6,5,4,6,6,2,0,1610,1480,1465,1470,1495,1430,1485,1485,1495,1425,TRA FIG 2022,Complete
b66bfc0d-5222-42f1-5116-0e4415f2a112,2024-05-10,2024,Frivolten Cup 2024,TRA,U15-16 Boys (2008-2009),Victor Blunch Olsen,2009,Greve Gymnastik og Trampolin,DEN,Qualification_2,20,53.665,14.025,3,4.2,4.025,2.4,3.4,1,2,0,0,6,5,7,0,0,0,0,0,0,0,0,0,1455,1345,1225,700,400,400,440,NA,NA,NA,TRA FIG 2022,Incomplete
b66bfc0d-5222-42f1-5116-0e4415f2a112,2024-05-10,2024,Frivolten Cup 2024,TRA,U15-16 Boys (2008-2009),Jegors Vorobjovs,2009,BJC Daugmale,LAT,Qualification_1,22,45.665,3.75,1,1.4,1.55,0.8,0,1,1,0,0,6,2,0,0,0,0,0,0,0,0,0,0,1550,1380,1380,1390,1440,1410,1385,1380,1425,1330,TRA FIG 2022,Incomplete
b66bfc0d-5222-42f1-5116-0e4415f2a112,2024-05-10,2024,Frivolten Cup 2024,TRA,U15-16 Boys (2008-2009),Jegors Vorobjovs,2009,BJC Daugmale,LAT,Qualification_2,22,45.665,41.915,9,12.6,12.815,7.9,8.8,1,2,0,2,5,7,6,8,6,6,6,4,6,0,0,0,1480,1505,1380,1440,1405,1420,1430,1400,1355,1310,TRA FIG 2022,Incomplete
b66bfc0d-5222-42f1-5116-0e4415f2a112,2024-05-10,2024,Frivolten Cup 2024,TRA,U15-16 Boys (2008-2009),Rasmus Winther Olsen,2008,Greve Gymnastik og Trampolin,DEN,Final,6,44.655,44.655,10,13.3,14.855,9.4,7.1,1,1,0,0,7,6,7,8,8,6,6,6,6,6,1,0,1600,1520,1450,1470,1405,1445,1490,1490,1490,1495,TRA FIG 2022,Complete
b66bfc0d-5222-42f1-5116-0e4415f2a112,2024-05-10,2024,Frivolten Cup 2024,TRA,U15-16 Boys (2008-2009),Alexander Helle Tuxen Borlaug,2008,UVGK,SWE,Qualification_1,18,65.85,33.395,10,12.3,11.595,9.5,0,1,1,0,0,5,6,7,8,10,8,8,6,9,10,0,0,1235,1125,1170,1180,1130,1170,1125,1165,1245,1050,TRA FIG 2022,Complete
b66bfc0d-5222-42f1-5116-0e4415f2a112,2024-05-10,2024,Frivolten Cup 2024,TRA,U15-16 Boys (2008-2009),Alexander Helle Tuxen Borlaug,2008,UVGK,SWE,Qualification_2,18,65.85,32.455,9,11.1,10.255,7.9,3.2,1,2,0,0,6,7,8,8,10,6,8,8,8,0,0,0,1195,1135,1165,1150,1060,1130,1110,1135,1175,1155,TRA FIG 2022,Incomplete
b66bfc0d-5222-42f1-5116-0e4415f2a112,2024-05-10,2024,Frivolten Cup 2024,TRA,U15-16 Boys (2008-2009),Storm Skotte Højlo,2008,KTK,DEN,Final,7,27.77,27.77,6,8.2,8.57,5.6,5.6,1,1,0,2,6,6,6,8,6,6,0,0,0,0,0,0,1495,1495,1380,1370,1425,1405,NA,NA,NA,NA,TRA FIG 2022,Incomplete
b66bfc0d-5222-42f1-5116-0e4415f2a112,2024-05-10,2024,Frivolten Cup 2024,TRA,U15-16 Boys (2008-2009),Hugo Torby,2009,Uppsala GF,SWE,Qualification_1,14,78.3,38.61,10,15.7,13.71,9.2,0,1,1,0,0,4,4,4,4,4,5,5,6,3,4,0,0,1440,1380,1380,1350,1330,1360,1340,1355,1455,1320,TRA FIG 2022,Complete
b66bfc0d-5222-42f1-5116-0e4415f2a112,2024-05-10,2024,Frivolten Cup 2024,TRA,U15-16 Boys (2008-2009),Hugo Torby,2009,Uppsala GF,SWE,Qualification_2,14,78.3,39.69,10,11.1,13.09,9.2,6.3,1,2,0,0,3,5,5,7,8,7,8,8,8,10,20,0,1530,1400,1315,1315,1295,1300,1245,1210,1260,1220,TRA FIG 2022,Complete
b66bfc0d-5222-42f1-5116-0e4415f2a112,2024-05-10,2024,Frivolten Cup 2024,TRA,U15-16 Boys (2008-2009),Linus Scott Pedersen,2009,Greve Gymnastik og Trampolin,DEN,Final,3,45.32,45.32,10,12.4,13.52,9.7,9.7,1,1,0,0,8,5,8,8,8,8,6,6,7,8,4,0,1420,1390,1320,1350,1300,1295,1345,1390,1375,1335,TRA FIG 2022,Complete
b66bfc0d-5222-42f1-5116-0e4415f2a112,2024-05-10,2024,Frivolten Cup 2024,TRA,U15-16 Boys (2008-2009),Nolan Frappier,2008,ÎLE DE FRANCE TRAMPOLINE TEAM,FRA,Final,1,50.355,50.355,10,14.8,14.955,9.5,11.1,1,1,0,0,6,2,6,5,4,4,6,5,8,6,0,0,1560,1580,1520,1550,1470,1485,1410,1485,1450,1445,TRA FIG 2022,Complete
b66bfc0d-5222-42f1-5116-0e4415f2a112,2024-05-10,2024,Frivolten Cup 2024,TRA,U15-16 Boys (2008-2009),Storm Skotte Højlo,2008,KTK,DEN,Qualification_1,4,86.935,39.165,10,15.7,14.165,9.3,0,1,1,0,0,4,4,6,4,4,4,4,5,4,4,0,0,1490,1495,1445,1395,1350,1330,1375,1400,1485,1400,TRA FIG 2022,Complete
b66bfc0d-5222-42f1-5116-0e4415f2a112,2024-05-10,2024,Frivolten Cup 2024,TRA,U15-16 Boys (2008-2009),Storm Skotte Højlo,2008,KTK,DEN,Qualification_2,4,86.935,47.77,10,15.1,13.97,9.3,9.4,1,2,0,0,5,6,4,6,4,5,6,5,4,4,0,0,1480,1475,1395,1380,1360,1410,1415,1450,1395,1210,TRA FIG 2022,Complete
b66bfc0d-5222-42f1-5116-0e4415f2a112,2024-05-10,2024,Frivolten Cup 2024,TRA,U15-16 Boys (2008-2009),Daniels Lonbanovs,2009,BJC Daugmale,LAT,Qualification_1,8,83.59,39.27,10,15.5,14.37,9.4,0,1,1,0,0,2,4,6,4,4,5,4,4,4,5,3,0,1550,1440,1415,1420,1415,1415,1395,1465,1445,1410,TRA FIG 2022,Complete
b66bfc0d-5222-42f1-5116-0e4415f2a112,2024-05-10,2024,Frivolten Cup 2024,TRA,U15-16 Boys (2008-2009),Daniels Lonbanovs,2009,BJC Daugmale,LAT,Qualification_2,8,83.59,44.32,10,14.2,14.12,9.4,6.6,1,2,0,0,3,4,6,4,6,6,6,6,8,8,1,0,1580,1450,1390,1380,1335,1390,1395,1415,1425,1360,TRA FIG 2022,Complete
b66bfc0d-5222-42f1-5116-0e4415f2a112,2024-05-10,2024,Frivolten Cup 2024,TRA,U15-16 Boys (2008-2009),Rasmus Grande,2008,Springteam Nordjylland,DEN,Final,8,27.29,27.29,6,7.6,8.49,5.4,5.8,1,1,0,0,7,6,8,7,8,8,0,0,0,0,0,0,1530,1505,1405,1415,1330,1305,NA,NA,NA,NA,TRA FIG 2022,Incomplete
b66bfc0d-5222-42f1-5116-0e4415f2a112,2024-05-10,2024,Frivolten Cup 2024,TRA,U15-16 Boys (2008-2009),Nolan Frappier,2008,ÎLE DE FRANCE TRAMPOLINE TEAM,FRA,Qualification_1,1,93.28,41.935,10,16.9,15.435,9.6,0,1,1,0,0,2,2,2,4,3,4,4,4,4,2,0,0,1610,1540,1540,1550,1535,1515,1480,1475,1620,1570,TRA FIG 2022,Complete
b66bfc0d-5222-42f1-5116-0e4415f2a112,2024-05-10,2024,Frivolten Cup 2024,TRA,U15-16 Boys (2008-2009),Nolan Frappier,2008,ÎLE DE FRANCE TRAMPOLINE TEAM,FRA,Qualification_2,1,93.28,51.345,10,15.9,15.145,9.2,11.1,1,2,0,0,4,2,4,4,5,4,3,5,6,4,0,0,1595,1585,1505,1550,1480,1480,1490,1545,1490,1425,TRA FIG 2022,Complete
b66bfc0d-5222-42f1-5116-0e4415f2a112,2024-05-10,2024,Frivolten Cup 2024,TRA,U15-16 Boys (2008-2009),João Sousa,2008,CTM Ponta do Sol,POR,Qualification_1,13,80.21,41.38,10,15.1,14.38,9.6,2.3,1,1,0,0,2,6,6,6,4,4,4,6,4,6,1,0,1560,1430,1420,1410,1445,1550,1460,1400,1360,1345,TRA FIG 2022,Complete
b66bfc0d-5222-42f1-5116-0e4415f2a112,2024-05-10,2024,Frivolten Cup 2024,TRA,U15-16 Boys (2008-2009),João Sousa,2008,CTM Ponta do Sol,POR,Qualification_2,13,80.21,38.83,10,15.6,13.93,9.3,0,1,2,0,0,4,4,4,4,4,4,4,6,4,6,0,0,1550,1375,1365,1380,1390,1440,1405,1380,1325,1320,TRA FIG 2022,Complete
b66bfc0d-5222-42f1-5116-0e4415f2a112,2024-05-10,2024,Frivolten Cup 2024,TRA,U15-16 Boys (2008-2009),Rasmus Winther Olsen,2008,Greve Gymnastik og Trampolin,DEN,Qualification_1,7,85.056,45.611,10,14.3,14.811,9.4,7.1,1,1,0,0,8,5,6,6,6,6,5,5,6,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRA FIG 2022,Complete
b66bfc0d-5222-42f1-5116-0e4415f2a112,2024-05-10,2024,Frivolten Cup 2024,TRA,U15-16 Boys (2008-2009),Rasmus Winther Olsen,2008,Greve Gymnastik og Trampolin,DEN,Qualification_2,7,85.056,39.445,10,14.9,14.845,9.7,0,1,2,0,0,4,5,4,5,6,6,4,5,5,6,1,0,1615,1490,1435,1455,1475,1485,1490,1475,1460,1465,TRA FIG 2022,Complete
b66bfc0d-5222-42f1-5116-0e4415f2a112,2024-05-10,2024,Frivolten Cup 2024,TRA,U15-16 Boys (2008-2009),Rasmus Grande,2008,Springteam Nordjylland,DEN,Qualification_1,3,88.635,47.785,10,14.8,14.585,9.4,9,1,1,0,0,6,4,6,6,6,4,4,5,4,6,1,0,1540,1555,1465,1450,1430,1465,1465,1445,1435,1335,TRA FIG 2022,Complete
